Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NTotal,NSubInterval,LossExpHazard1,LossExpHazard2,Power,Error,Info,hazard_rate
TwoSampleSurvival,407,2,23,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.719,,,4.5
TwoSampleSurvival,408,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.914,,,4.5
TwoSampleSurvival,409,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.902,,,4.5
TwoSampleSurvival,410,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.889,,,4.5
TwoSampleSurvival,411,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.875,,,4.5
TwoSampleSurvival,412,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.860,,,4.5
TwoSampleSurvival,413,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.844,,,4.5
TwoSampleSurvival,414,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.826,,,4.5
TwoSampleSurvival,415,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.808,,,4.5
TwoSampleSurvival,416,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.788,,,4.5
TwoSampleSurvival,417,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.767,,,4.5
TwoSampleSurvival,418,2,23,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.746,,,4.5
TwoSampleSurvival,419,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.928,,,4.5
TwoSampleSurvival,420,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.918,,,4.5
TwoSampleSurvival,421,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.906,,,4.5
TwoSampleSurvival,422,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.893,,,4.5
TwoSampleSurvival,423,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.879,,,4.5
TwoSampleSurvival,424,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.864,,,4.5
TwoSampleSurvival,425,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.848,,,4.5
TwoSampleSurvival,426,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.830,,,4.5
TwoSampleSurvival,427,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.811,,,4.5
TwoSampleSurvival,428,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.791,,,4.5
TwoSampleSurvival,429,2,23,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.770,,,4.5
TwoSampleSurvival,430,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.941,,,4.5
TwoSampleSurvival,431,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.931,,,4.5
TwoSampleSurvival,432,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.921,,,4.5
TwoSampleSurvival,433,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.909,,,4.5
TwoSampleSurvival,434,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.896,,,4.5
TwoSampleSurvival,435,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.882,,,4.5
TwoSampleSurvival,436,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.867,,,4.5
TwoSampleSurvival,437,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.850,,,4.5
TwoSampleSurvival,438,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.832,,,4.5
TwoSampleSurvival,439,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.813,,,4.5
TwoSampleSurvival,440,2,23,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.792,,,4.5
TwoSampleSurvival,441,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.951,,,4.5
TwoSampleSurvival,442,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.943,,,4.5
TwoSampleSurvival,443,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.933,,,4.5
TwoSampleSurvival,444,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.922,,,4.5
TwoSampleSurvival,445,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.911,,,4.5
TwoSampleSurvival,446,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.898,,,4.5
TwoSampleSurvival,447,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.883,,,4.5
TwoSampleSurvival,448,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.868,,,4.5
TwoSampleSurvival,449,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.851,,,4.5
TwoSampleSurvival,450,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.833,,,4.5
TwoSampleSurvival,451,2,23,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.813,,,4.5
TwoSampleSurvival,452,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.960,,,4.5
TwoSampleSurvival,453,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.952,,,4.5
TwoSampleSurvival,454,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.944,,,4.5
TwoSampleSurvival,455,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.934,,,4.5
TwoSampleSurvival,456,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.923,,,4.5
TwoSampleSurvival,457,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.912,,,4.5
TwoSampleSurvival,458,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.898,,,4.5
TwoSampleSurvival,459,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.884,,,4.5
TwoSampleSurvival,460,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.868,,,4.5
TwoSampleSurvival,461,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.850,,,4.5
TwoSampleSurvival,462,2,23,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.832,,,4.5
TwoSampleSurvival,463,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.887,,,4.5
TwoSampleSurvival,464,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.873,,,4.5
TwoSampleSurvival,465,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.859,,,4.5
TwoSampleSurvival,466,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.843,,,4.5
TwoSampleSurvival,467,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.826,,,4.5
TwoSampleSurvival,468,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.808,,,4.5
TwoSampleSurvival,469,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.790,,,4.5
TwoSampleSurvival,470,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.770,,,4.5
TwoSampleSurvival,471,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.749,,,4.5
TwoSampleSurvival,472,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.728,,,4.5
TwoSampleSurvival,473,2,24,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.705,,,4.5
TwoSampleSurvival,474,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.906,,,4.5
TwoSampleSurvival,475,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.893,,,4.5
TwoSampleSurvival,476,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.880,,,4.5
TwoSampleSurvival,477,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.865,,,4.5
TwoSampleSurvival,478,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.849,,,4.5
TwoSampleSurvival,479,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.833,,,4.5
TwoSampleSurvival,480,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.815,,,4.5
TwoSampleSurvival,481,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.796,,,4.5
TwoSampleSurvival,482,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.776,,,4.5
TwoSampleSurvival,483,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.755,,,4.5
TwoSampleSurvival,484,2,24,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.733,,,4.5
TwoSampleSurvival,485,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.921,,,4.5
TwoSampleSurvival,486,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.910,,,4.5
TwoSampleSurvival,487,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.898,,,4.5
TwoSampleSurvival,488,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.885,,,4.5
TwoSampleSurvival,489,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.870,,,4.5
TwoSampleSurvival,490,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.854,,,4.5
TwoSampleSurvival,491,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.837,,,4.5
TwoSampleSurvival,492,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.819,,,4.5
TwoSampleSurvival,493,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.800,,,4.5
TwoSampleSurvival,494,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.780,,,4.5
TwoSampleSurvival,495,2,24,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.758,,,4.5
TwoSampleSurvival,496,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.935,,,4.5
TwoSampleSurvival,497,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.925,,,4.5
TwoSampleSurvival,498,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.914,,,4.5
TwoSampleSurvival,499,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.901,,,4.5
TwoSampleSurvival,500,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.888,,,4.5
TwoSampleSurvival,501,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.873,,,4.5
TwoSampleSurvival,502,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.857,,,4.5
TwoSampleSurvival,503,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.840,,,4.5
TwoSampleSurvival,504,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.822,,,4.5
TwoSampleSurvival,505,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.802,,,4.5
TwoSampleSurvival,506,2,24,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.781,,,4.5
TwoSampleSurvival,507,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.946,,,4.5
TwoSampleSurvival,508,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.937,,,4.5
TwoSampleSurvival,509,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.927,,,4.5
TwoSampleSurvival,510,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.916,,,4.5
TwoSampleSurvival,511,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.904,,,4.5
TwoSampleSurvival,512,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.890,,,4.5
TwoSampleSurvival,513,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.875,,,4.5
TwoSampleSurvival,514,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.859,,,4.5
TwoSampleSurvival,515,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.842,,,4.5
TwoSampleSurvival,516,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.823,,,4.5
TwoSampleSurvival,517,2,24,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.803,,,4.5
TwoSampleSurvival,518,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.955,,,4.5
TwoSampleSurvival,519,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.948,,,4.5
TwoSampleSurvival,520,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.939,,,4.5
TwoSampleSurvival,521,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.929,,,4.5
TwoSampleSurvival,522,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.917,,,4.5
TwoSampleSurvival,523,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.905,,,4.5
TwoSampleSurvival,524,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.891,,,4.5
TwoSampleSurvival,525,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.876,,,4.5
TwoSampleSurvival,526,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.860,,,4.5
TwoSampleSurvival,527,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.842,,,4.5
TwoSampleSurvival,528,2,24,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.823,,,4.5
TwoSampleSurvival,529,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.963,,,4.5
TwoSampleSurvival,530,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.956,,,4.5
TwoSampleSurvival,531,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.948,,,4.5
TwoSampleSurvival,532,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.939,,,4.5
TwoSampleSurvival,533,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.929,,,4.5
TwoSampleSurvival,534,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.918,,,4.5
TwoSampleSurvival,535,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.905,,,4.5
TwoSampleSurvival,536,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.891,,,4.5
TwoSampleSurvival,537,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.876,,,4.5
TwoSampleSurvival,538,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.859,,,4.5
TwoSampleSurvival,539,2,24,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.840,,,4.5
TwoSampleSurvival,540,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.897,,,4.5
TwoSampleSurvival,541,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.884,,,4.5
TwoSampleSurvival,542,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.870,,,4.5
TwoSampleSurvival,543,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.854,,,4.5
TwoSampleSurvival,544,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.838,,,4.5
TwoSampleSurvival,545,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.821,,,4.5
TwoSampleSurvival,546,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.803,,,4.5
TwoSampleSurvival,547,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.783,,,4.5
TwoSampleSurvival,548,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.763,,,4.5
TwoSampleSurvival,549,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.741,,,4.5
TwoSampleSurvival,550,2,25,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.719,,,4.5
TwoSampleSurvival,551,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.914,,,4.5
TwoSampleSurvival,552,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.902,,,4.5
TwoSampleSurvival,553,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.889,,,4.5
TwoSampleSurvival,554,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.875,,,4.5
TwoSampleSurvival,555,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.860,,,4.5
TwoSampleSurvival,556,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.844,,,4.5
TwoSampleSurvival,557,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.826,,,4.5
TwoSampleSurvival,558,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.808,,,4.5
TwoSampleSurvival,559,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.788,,,4.5
TwoSampleSurvival,560,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.767,,,4.5
TwoSampleSurvival,561,2,25,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.746,,,4.5
TwoSampleSurvival,562,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.928,,,4.5
TwoSampleSurvival,563,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.918,,,4.5
TwoSampleSurvival,564,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.906,,,4.5
TwoSampleSurvival,565,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.893,,,4.5
TwoSampleSurvival,566,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.879,,,4.5
TwoSampleSurvival,567,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.864,,,4.5
TwoSampleSurvival,568,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.848,,,4.5
TwoSampleSurvival,569,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.830,,,4.5
TwoSampleSurvival,570,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.811,,,4.5
TwoSampleSurvival,571,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.791,,,4.5
TwoSampleSurvival,572,2,25,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.770,,,4.5
TwoSampleSurvival,573,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.941,,,4.5
TwoSampleSurvival,574,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.931,,,4.5
TwoSampleSurvival,575,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.921,,,4.5
TwoSampleSurvival,576,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.909,,,4.5
TwoSampleSurvival,577,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.896,,,4.5
TwoSampleSurvival,578,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.882,,,4.5
TwoSampleSurvival,579,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.867,,,4.5
TwoSampleSurvival,580,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.850,,,4.5
TwoSampleSurvival,581,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.832,,,4.5
TwoSampleSurvival,582,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.813,,,4.5
TwoSampleSurvival,583,2,25,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.792,,,4.5
TwoSampleSurvival,584,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.951,,,4.5
TwoSampleSurvival,585,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.943,,,4.5
TwoSampleSurvival,586,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.933,,,4.5
TwoSampleSurvival,587,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.922,,,4.5
TwoSampleSurvival,588,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.911,,,4.5
TwoSampleSurvival,589,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.898,,,4.5
TwoSampleSurvival,590,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.883,,,4.5
TwoSampleSurvival,591,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.868,,,4.5
TwoSampleSurvival,592,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.851,,,4.5
TwoSampleSurvival,593,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.833,,,4.5
TwoSampleSurvival,594,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.813,,,4.5
TwoSampleSurvival,595,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.960,,,4.5
TwoSampleSurvival,596,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.952,,,4.5
