Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NominalPower,NSubInterval,LossExpHazard1,LossExpHazard2,Power,NTotal,Error,Info,hazard_rate
TwoSampleSurvival,783,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10142,,,4
TwoSampleSurvival,784,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10602,,,4
TwoSampleSurvival,785,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11090,,,4
TwoSampleSurvival,786,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11612,,,4
TwoSampleSurvival,787,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12168,,,4
TwoSampleSurvival,788,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12766,,,4
TwoSampleSurvival,789,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13406,,,4
TwoSampleSurvival,790,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14092,,,4
TwoSampleSurvival,791,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14830,,,4
TwoSampleSurvival,792,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15626,,,4
TwoSampleSurvival,793,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9202,,,4
TwoSampleSurvival,794,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9610,,,4
TwoSampleSurvival,795,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10044,,,4
TwoSampleSurvival,796,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10506,,,4
TwoSampleSurvival,797,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11000,,,4
TwoSampleSurvival,798,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11530,,,4
TwoSampleSurvival,799,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12094,,,4
TwoSampleSurvival,800,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12700,,,4
TwoSampleSurvival,801,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13352,,,4
TwoSampleSurvival,802,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14052,,,4
TwoSampleSurvival,803,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14806,,,4
TwoSampleSurvival,804,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8742,,,4
TwoSampleSurvival,805,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9130,,,4
TwoSampleSurvival,806,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9542,,,4
TwoSampleSurvival,807,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9982,,,4
TwoSampleSurvival,808,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10452,,,4
TwoSampleSurvival,809,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10952,,,4
TwoSampleSurvival,810,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11490,,,4
TwoSampleSurvival,811,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12066,,,4
TwoSampleSurvival,812,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12684,,,4
TwoSampleSurvival,813,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13350,,,4
TwoSampleSurvival,814,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14066,,,4
TwoSampleSurvival,815,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8326,,,4
TwoSampleSurvival,816,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8694,,,4
TwoSampleSurvival,817,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9088,,,4
TwoSampleSurvival,818,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9506,,,4
TwoSampleSurvival,819,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9954,,,4
TwoSampleSurvival,820,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10432,,,4
TwoSampleSurvival,821,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10944,,,4
TwoSampleSurvival,822,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11492,,,4
TwoSampleSurvival,823,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12080,,,4
TwoSampleSurvival,824,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12714,,,4
TwoSampleSurvival,825,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,13396,,,4
TwoSampleSurvival,826,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7946,,,4
TwoSampleSurvival,827,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8298,,,4
TwoSampleSurvival,828,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8674,,,4
TwoSampleSurvival,829,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9074,,,4
TwoSampleSurvival,830,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9500,,,4
TwoSampleSurvival,831,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9958,,,4
TwoSampleSurvival,832,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10446,,,4
TwoSampleSurvival,833,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10970,,,4
TwoSampleSurvival,834,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11532,,,4
TwoSampleSurvival,835,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12136,,,4
TwoSampleSurvival,836,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12788,,,4
TwoSampleSurvival,837,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7600,,,4
TwoSampleSurvival,838,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7938,,,4
TwoSampleSurvival,839,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8296,,,4
TwoSampleSurvival,840,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8680,,,4
TwoSampleSurvival,841,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9088,,,4
TwoSampleSurvival,842,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9524,,,4
TwoSampleSurvival,843,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9992,,,4
TwoSampleSurvival,844,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10492,,,4
TwoSampleSurvival,845,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11030,,,4
TwoSampleSurvival,846,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11608,,,4
TwoSampleSurvival,847,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12232,,,4
TwoSampleSurvival,848,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9988,,,4
TwoSampleSurvival,849,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10432,,,4
TwoSampleSurvival,850,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10904,,,4
TwoSampleSurvival,851,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11406,,,4
TwoSampleSurvival,852,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11942,,,4
TwoSampleSurvival,853,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12516,,,4
TwoSampleSurvival,854,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13128,,,4
TwoSampleSurvival,855,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13786,,,4
TwoSampleSurvival,856,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14494,,,4
TwoSampleSurvival,857,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,15254,,,4
TwoSampleSurvival,858,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,16072,,,4
TwoSampleSurvival,859,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9450,,,4
TwoSampleSurvival,860,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9868,,,4
TwoSampleSurvival,861,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10314,,,4
TwoSampleSurvival,862,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10790,,,4
TwoSampleSurvival,863,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11298,,,4
TwoSampleSurvival,864,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11840,,,4
TwoSampleSurvival,865,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12420,,,4
TwoSampleSurvival,866,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13042,,,4
TwoSampleSurvival,867,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13712,,,4
TwoSampleSurvival,868,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14430,,,4
TwoSampleSurvival,869,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15204,,,4
TwoSampleSurvival,870,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8966,,,4
TwoSampleSurvival,871,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9362,,,4
TwoSampleSurvival,872,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9786,,,4
TwoSampleSurvival,873,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10236,,,4
TwoSampleSurvival,874,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10718,,,4
TwoSampleSurvival,875,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11234,,,4
TwoSampleSurvival,876,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11784,,,4
TwoSampleSurvival,877,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12374,,,4
TwoSampleSurvival,878,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13008,,,4
TwoSampleSurvival,879,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13690,,,4
TwoSampleSurvival,880,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14426,,,4
TwoSampleSurvival,881,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8528,,,4
TwoSampleSurvival,882,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8906,,,4
TwoSampleSurvival,883,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9308,,,4
TwoSampleSurvival,884,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9738,,,4
TwoSampleSurvival,885,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10196,,,4
TwoSampleSurvival,886,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10686,,,4
TwoSampleSurvival,887,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11210,,,4
TwoSampleSurvival,888,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11772,,,4
TwoSampleSurvival,889,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12374,,,4
TwoSampleSurvival,890,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13024,,,4
TwoSampleSurvival,891,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,13722,,,4
TwoSampleSurvival,892,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8132,,,4
TwoSampleSurvival,893,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8492,,,4
TwoSampleSurvival,894,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8876,,,4
TwoSampleSurvival,895,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9284,,,4
TwoSampleSurvival,896,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9722,,,4
TwoSampleSurvival,897,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10188,,,4
TwoSampleSurvival,898,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10688,,,4
TwoSampleSurvival,899,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11224,,,4
TwoSampleSurvival,900,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11800,,,4
TwoSampleSurvival,901,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12418,,,4
TwoSampleSurvival,902,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,13084,,,4
TwoSampleSurvival,903,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7770,,,4
TwoSampleSurvival,904,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8114,,,4
TwoSampleSurvival,905,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8480,,,4
TwoSampleSurvival,906,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8872,,,4
TwoSampleSurvival,907,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9290,,,4
TwoSampleSurvival,908,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9736,,,4
TwoSampleSurvival,909,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10212,,,4
TwoSampleSurvival,910,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10726,,,4
TwoSampleSurvival,911,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11274,,,4
TwoSampleSurvival,912,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11866,,,4
TwoSampleSurvival,913,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12504,,,4
TwoSampleSurvival,914,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7438,,,4
TwoSampleSurvival,915,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7768,,,4
TwoSampleSurvival,916,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8120,,,4
TwoSampleSurvival,917,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8494,,,4
TwoSampleSurvival,918,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8894,,,4
TwoSampleSurvival,919,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9320,,,4
TwoSampleSurvival,920,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9778,,,4
TwoSampleSurvival,921,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10268,,,4
TwoSampleSurvival,922,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10794,,,4
TwoSampleSurvival,923,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11360,,,4
TwoSampleSurvival,924,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11972,,,4
TwoSampleSurvival,925,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9712,,,4
TwoSampleSurvival,926,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10142,,,4
TwoSampleSurvival,927,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10600,,,4
TwoSampleSurvival,928,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11088,,,4
TwoSampleSurvival,929,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11610,,,4
TwoSampleSurvival,930,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12168,,,4
TwoSampleSurvival,931,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12764,,,4
TwoSampleSurvival,932,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13404,,,4
TwoSampleSurvival,933,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14090,,,4
TwoSampleSurvival,934,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14830,,,4
TwoSampleSurvival,935,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15626,,,4
TwoSampleSurvival,936,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9200,,,4
TwoSampleSurvival,937,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9608,,,4
TwoSampleSurvival,938,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10042,,,4
TwoSampleSurvival,939,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10506,,,4
TwoSampleSurvival,940,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11000,,,4
TwoSampleSurvival,941,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11528,,,4
TwoSampleSurvival,942,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12094,,,4
TwoSampleSurvival,943,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12700,,,4
TwoSampleSurvival,944,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13350,,,4
TwoSampleSurvival,945,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14050,,,4
TwoSampleSurvival,946,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14804,,,4
TwoSampleSurvival,947,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8740,,,4
TwoSampleSurvival,948,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9128,,,4
TwoSampleSurvival,949,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9540,,,4
TwoSampleSurvival,950,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9980,,,4
TwoSampleSurvival,951,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10450,,,4
TwoSampleSurvival,952,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10952,,,4
TwoSampleSurvival,953,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11490,,,4
TwoSampleSurvival,954,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12064,,,4
TwoSampleSurvival,955,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12684,,,4
TwoSampleSurvival,956,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13348,,,4
TwoSampleSurvival,957,2,30,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14064,,,4
TwoSampleSurvival,958,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8324,,,4
TwoSampleSurvival,959,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8694,,,4
TwoSampleSurvival,960,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9086,,,4
TwoSampleSurvival,961,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9506,,,4
TwoSampleSurvival,962,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9952,,,4
TwoSampleSurvival,963,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10430,,,4
TwoSampleSurvival,964,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10942,,,4
TwoSampleSurvival,965,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11490,,,4
TwoSampleSurvival,966,2,30,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12080,,,4
